episode,date,operation,steps,reward,capital,missPerc,hitPerc,indexIn,timeIn,indexOut,timeOut,hold,long,short,avgRw,day
82020,08/12/2008,2,2,0,11790.272736656556,49,50,6.090993826136137,00:05:00,0,,0,50,49,0.1437487531901555,2
82021,08/13/2008,2,4,-47.78497068414045,11742.487765972415,49,50,6.0,00:00:00,6.955699413682809,00:15:00,0,50,49,0.1431644062614747,1
82022,08/14/2008,1,3,9.097530617809602,11751.585296590225,49,50,6.0,00:00:00,6.181950612356192,00:10:00,0,50,49,0.14327357655982814,2
82023,08/15/2008,2,2,-16.158575324332336,11735.426721265892,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.1430748292706423,1
82024,08/16/2008,2,3,-9.097530617809602,11726.329190648083,49,50,6.0,00:00:00,6.181950612356192,00:10:00,0,50,49,0.1429621719331913,2
82025,08/17/2008,2,6,-77.36945070106964,11648.959739947013,49,50,6.0,00:00:00,7.547389014021393,00:25:00,0,50,49,0.1420171867107225,1
82026,08/18/2008,2,2,-4.549691306806869,11644.410048640206,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.14195998888937905,2
82027,08/19/2008,2,2,-16.158575324332336,11628.251473315873,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.1417612673060806,1
82028,08/20/2008,2,5,-9.08271955121851,11619.168753764654,49,50,6.181950612356192,00:10:00,6.363605003380562,00:20:00,0,50,49,0.1416488120369222,2
82029,08/21/2008,2,2,-16.158575324332336,11603.010178440321,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.14145009909227615,1
82030,08/22/2008,2,2,-4.549691306806869,11598.460487133514,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.14139291097322337,2
82031,08/23/2008,2,7,-58.85272871442542,11539.607758419088,49,50,6.642879699538299,00:10:00,7.819934273826807,00:30:00,0,50,49,0.14067374234641888,1
82032,08/24/2008,2,3,-9.097530617809602,11530.510227801278,49,50,6.0,00:00:00,6.181950612356192,00:10:00,0,50,49,0.14056112526576553,2
82033,08/25/2008,2,4,-47.78497068414045,11482.725257117138,49,50,6.0,00:00:00,6.955699413682809,00:15:00,0,50,49,0.13997690267474233,1
82034,08/26/2008,2,5,-13.630558862221243,11469.094698254916,49,50,6.090993826136137,00:05:00,6.363605003380562,00:20:00,0,50,49,0.139809038913803,2
82035,08/27/2008,1,2,16.158575324332336,11485.253273579248,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.14000430637629363,1
82036,08/28/2008,2,3,-9.097530617809602,11476.155742961439,49,50,6.0,00:00:00,6.181950612356192,00:10:00,0,50,49,0.13989170294701642,2
82037,08/29/2008,1,8,12.653859654345156,11488.809602615784,49,50,7.819934273826807,00:30:00,8.07301146691371,00:35:00,0,50,49,0.14004424348301112,1
82038,08/30/2008,2,3,-9.097530617809602,11479.712071997974,49,50,6.0,00:00:00,6.181950612356192,00:10:00,0,50,49,0.13993164231207458,2
82039,08/31/2008,2,2,-16.158575324332336,11463.553496673641,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.1397329745203335,1
82040,09/01/2008,1,2,4.549691306806869,11468.103187980449,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.13978672827865002,2
82041,09/02/2008,1,2,16.158575324332336,11484.261763304781,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.13998198173236287,1
82042,09/03/2008,1,4,13.641666753904635,11497.903430058686,49,50,6.0,00:00:00,6.272833335078093,00:15:00,0,50,49,0.14014655213255023,2
82043,09/04/2008,1,7,90.99671369134037,11588.900143750026,49,50,6.0,00:00:00,7.819934273826807,00:30:00,0,50,49,0.14125397832539066,1
82044,09/05/2008,1,2,4.549691306806869,11593.449835056834,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.1413077109240997,2
82045,09/06/2008,2,4,-47.78497068414045,11545.664864372693,49,50,6.0,00:00:00,6.955699413682809,00:15:00,0,50,49,0.1407235646824632,1
82046,09/07/2008,1,4,9.091975447097767,11554.756839819791,49,50,6.090993826136137,00:05:00,6.272833335078093,00:15:00,0,50,49,0.14083266508811876,2
82047,09/08/2008,2,3,-15.985409652582616,11538.771430167208,49,50,6.323171506486647,00:05:00,6.642879699538299,00:10:00,0,50,49,0.14063611625247976,1
82048,09/09/2008,2,2,-4.549691306806869,11534.2217388604,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.14057895060038514,2
82049,09/10/2008,2,2,-16.158575324332336,11518.063163536068,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.14038029913266545,1
82050,09/11/2008,2,7,-22.683682403139027,11495.379481132928,49,50,6.090993826136137,00:05:00,6.544667474198918,00:30:00,0,50,49,0.14010212652203446,2
82051,09/12/2008,2,8,-103.65057334568553,11391.728907787243,49,50,6.0,00:00:00,8.07301146691371,00:35:00,0,50,49,0.1388371733164403,1
82052,09/13/2008,1,2,4.549691306806869,11396.27859909405,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.1388909301308201,2
82053,09/14/2008,2,3,-15.985409652582616,11380.293189441467,49,50,6.323171506486647,00:05:00,6.642879699538299,00:10:00,0,50,49,0.13869441933191312,1
