episode,date,operation,steps,reward,capital,missPerc,hitPerc,indexIn,timeIn,indexOut,timeOut,hold,long,short,avgRw,day
255300,02/19/2015,2,5,0,14586.3321098144,49,50,6.0,00:00:00,0,,0,50,49,0.057134085819876224,2
255301,02/20/2015,1,5,15.129097274795056,14601.461207089196,49,50,6.955699413682809,00:15:00,7.25828135917871,00:20:00,0,50,49,0.0571931218721791,1
255302,02/21/2015,1,2,4.549691306806869,14606.010898396004,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.05721071867198848,2
255303,02/22/2015,2,4,-47.78497068414045,14558.225927711863,49,50,6.0,00:00:00,6.955699413682809,00:15:00,0,50,49,0.057023324942174054,1
255304,02/23/2015,2,3,-9.097530617809602,14549.128397094053,49,50,6.0,00:00:00,6.181950612356192,00:10:00,0,50,49,0.056987467478355425,2
255305,02/24/2015,1,4,15.640985707225497,14564.769382801278,49,50,6.642879699538299,00:10:00,6.955699413682809,00:15:00,0,50,49,0.05704850818746706,1
255306,02/25/2015,1,7,22.683682403139027,14587.453065204418,49,50,6.090993826136137,00:05:00,6.544667474198918,00:30:00,0,50,49,0.05713713373443796,2
255307,02/26/2015,2,2,-16.158575324332336,14571.294489880085,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.05707361917174259,1
255308,02/27/2015,2,3,-9.097530617809602,14562.196959262275,49,50,6.0,00:00:00,6.181950612356192,00:10:00,0,50,49,0.057037762072721085,2
255309,02/28/2015,1,2,16.158575324332336,14578.355534586608,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.057100828935081054,1
255310,03/01/2015,2,3,-4.547839311002733,14573.807695275606,49,50,6.090993826136137,00:05:00,6.181950612356192,00:10:00,0,50,49,0.057082792273219246,2
255311,03/02/2015,2,2,-16.158575324332336,14557.649119951273,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.0570192789184613,1
255312,03/03/2015,1,2,4.549691306806869,14562.19881125808,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.05703687570994736,2
255313,03/04/2015,1,2,16.158575324332336,14578.357386582413,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.05709994158770769,1
