episode,date,operation,steps,reward,capital,missPerc,hitPerc,indexIn,timeIn,indexOut,timeOut,hold,long,short,avgRw,day
184588,06/30/2001,1,3,0,15394.651245698351,49,50,6.090993826136137,00:05:00,0,,0,50,49,0.08340006525721255,2
184589,07/01/2001,2,5,-62.914067958935505,15331.737177739415,49,50,6.0,00:00:00,7.25828135917871,00:20:00,0,50,49,0.08305878019675829,1
184590,07/02/2001,1,2,4.549691306806869,15336.286869046222,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.08308297778344559,2
184591,07/03/2001,2,2,-16.158575324332336,15320.12829372189,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.08299499051265712,1
184592,07/04/2001,1,3,4.547839311002733,15324.676133032892,49,50,6.090993826136137,00:05:00,6.181950612356192,00:10:00,0,50,49,0.08301917814982714,2
184593,07/05/2001,2,2,-16.158575324332336,15308.51755770856,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.08293119217797294,1
184594,07/06/2001,2,2,-4.549691306806869,15303.967866401752,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.08290609589911781,2
184595,07/07/2001,2,3,-32.14398497691495,15271.823881424836,49,50,6.0,00:00:00,6.642879699538299,00:10:00,0,50,49,0.08273151429575469,1
184596,07/08/2001,1,2,4.549691306806869,15276.373572731643,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.0827557128688143,2
184597,07/09/2001,1,4,15.640985707225497,15292.014558438868,49,50,6.642879699538299,00:10:00,6.955699413682809,00:15:00,0,50,49,0.08283999500771339,1
184598,07/10/2001,2,3,-4.547839311002733,15287.466719127866,49,50,6.090993826136137,00:05:00,6.181950612356192,00:10:00,0,50,49,0.08281490979928204,2
184599,07/11/2001,2,3,-32.14398497691495,15255.32273415095,49,50,6.0,00:00:00,6.642879699538299,00:10:00,0,50,49,0.08264033247282461,1
184600,07/12/2001,2,2,-4.549691306806869,15250.773042844143,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.08261523858528788,2
184601,07/13/2001,2,4,-47.78497068414045,15202.988072160002,49,50,6.0,00:00:00,6.955699413682809,00:15:00,0,50,49,0.08235593562418406,1
184602,07/14/2001,2,4,-13.641666753904635,15189.346405406097,49,50,6.0,00:00:00,6.272833335078093,00:15:00,0,50,49,0.08228159177802026,2
184603,07/15/2001,1,3,32.14398497691495,15221.490390383013,49,50,6.0,00:00:00,6.642879699538299,00:10:00,0,50,49,0.0824552709890035,1
184604,07/16/2001,1,4,4.544136136095034,15226.034526519108,49,50,6.181950612356192,00:10:00,6.272833335078093,00:15:00,0,50,49,0.08247943991744008,2
184605,07/17/2001,2,3,-15.985409652582616,15210.049116866525,49,50,6.323171506486647,00:05:00,6.642879699538299,00:10:00,0,50,49,0.08239240062222868,1
184606,07/18/2001,2,2,-4.549691306806869,15205.499425559718,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.08236730889331721,2
184607,07/19/2001,1,3,15.985409652582616,15221.4848352123,49,50,6.323171506486647,00:05:00,6.642879699538299,00:10:00,0,50,49,0.08245345428511541,1
184608,07/20/2001,1,2,4.549691306806869,15226.034526519108,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.0824776527914235,2
184609,07/21/2001,1,5,46.75549263460317,15272.790019153712,49,50,6.323171506486647,00:05:00,7.25828135917871,00:20:00,0,50,49,0.08273047369929803,1
