episode,date,operation,steps,reward,capital,missPerc,hitPerc,indexIn,timeIn,indexOut,timeOut,hold,long,short,avgRw,day
22211,10/30/2006,1,3,0,-52.2880064552982,50,49,6.181950612356192,00:10:00,0,,0,49,50,-0.0023541491358019992,1
22212,10/31/2006,2,4,-47.78497068414045,-100.07297713943865,50,49,6.0,00:00:00,6.955699413682809,00:15:00,0,49,50,-0.004505356435234947,2
22213,11/01/2006,2,2,-4.549691306806869,-104.62266844624551,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,-0.004709974719589677,1
22214,11/02/2006,2,3,-32.14398497691495,-136.76665342316045,50,49,6.0,00:00:00,6.642879699538299,00:10:00,0,49,50,-0.006156777411684544,2
22215,11/03/2006,2,3,-9.097530617809602,-145.86418404097006,50,49,6.0,00:00:00,6.181950612356192,00:10:00,0,49,50,-0.006566022239071351,1
22216,11/04/2006,1,5,62.914067958935505,-82.95011608203455,50,49,6.0,00:00:00,7.25828135917871,00:20:00,0,49,50,-0.0037338006878841626,2
22217,11/05/2006,1,2,4.549691306806869,-78.40042477522769,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,-0.0035288483942578965,1
22218,11/06/2006,1,3,32.14398497691495,-46.25643979831274,50,49,6.0,00:00:00,6.642879699538299,00:10:00,0,49,50,-0.0020819353586422154,2
22219,11/07/2006,2,2,-4.549691306806869,-50.80613110511961,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,-0.002286607457811765,1
22220,11/08/2006,2,4,-47.78497068414045,-98.59110178926005,50,49,6.0,00:00:00,6.955699413682809,00:15:00,0,49,50,-0.004437043284845186,2
22221,11/09/2006,2,4,-13.641666753904635,-112.23276854316468,50,49,6.0,00:00:00,6.272833335078093,00:15:00,0,49,50,-0.005050752375823081,1
22222,11/10/2006,1,4,31.626395359808114,-80.60637318335657,50,49,6.323171506486647,00:05:00,6.955699413682809,00:15:00,0,49,50,-0.0036273230664817103,2
22223,11/11/2006,1,2,4.549691306806869,-76.0566818765497,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,-0.003422430899363259,1
22224,11/12/2006,2,2,-16.158575324332336,-92.21525720088204,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,-0.004149354625669638,2
22225,11/13/2006,1,2,4.549691306806869,-87.66556589407517,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,-0.003944457408057375,1
22226,11/14/2006,1,3,15.985409652582616,-71.68015624149255,50,49,6.323171506486647,00:05:00,6.642879699538299,00:10:00,0,49,50,-0.003225058770876116,2
22227,11/15/2006,2,3,-9.097530617809602,-80.77768685930215,50,49,6.0,00:00:00,6.181950612356192,00:10:00,0,49,50,-0.0036342145525398006,1
22228,11/16/2006,2,4,-47.78497068414045,-128.56265754344258,50,49,6.0,00:00:00,6.955699413682809,00:15:00,0,49,50,-0.005783815797347606,2
22229,11/17/2006,2,2,-4.549691306806869,-133.11234885024945,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,-0.005988229288328285,1
22230,11/18/2006,1,6,77.36945070106964,-55.74289814917981,50,49,6.0,00:00:00,7.547389014021393,00:25:00,0,49,50,-0.0025075527732424563,2
22231,11/19/2006,1,2,4.549691306806869,-51.19320684237294,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,-0.002302784707947143,1
22232,11/20/2006,2,2,-16.158575324332336,-67.35178216670528,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,-0.003029497218725498,2
22233,11/21/2006,1,4,13.641666753904635,-53.71011541280064,50,49,6.0,00:00:00,6.272833335078093,00:15:00,0,49,50,-0.0024157835385598273,1
22234,11/22/2006,2,2,-16.158575324332336,-69.86869073713298,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,-0.0031424255976042537,2
22235,11/23/2006,1,3,9.097530617809602,-60.771160119323376,50,49,6.0,00:00:00,6.181950612356192,00:10:00,0,49,50,-0.0027331306552427874,1
