episode,date,operation,steps,reward,capital,missPerc,hitPerc,indexIn,timeIn,indexOut,timeOut,hold,long,short,avgRw,day
99925,08/25/2003,1,3,4.547839311002733,14002.572938498217,49,50,6.090993826136137,00:05:00,6.181950612356192,00:10:00,0,50,49,0.14013082750561137,1
99926,08/26/2003,2,2,-16.158575324332336,13986.414363173884,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.13996771974434966,2
99927,08/27/2003,2,3,-9.097530617809602,13977.316832556075,49,50,6.0,00:00:00,6.181950612356192,00:10:00,0,50,49,0.13987527727797366,1
99928,08/28/2003,1,2,16.158575324332336,13993.475407880407,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.14003557969618532,2
99929,08/29/2003,2,2,-4.549691306806869,13988.9257165736,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.1399886491066017,1
99930,08/30/2003,1,2,16.158575324332336,14005.084291897932,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.14014894718200674,2
99931,08/31/2003,2,6,-9.069767011871877,13996.01452488606,49,50,6.272833335078093,00:15:00,6.45422867531553,00:25:00,0,50,49,0.14005678443011738,1
99932,09/01/2003,2,2,-16.158575324332336,13979.855949561728,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.13989368720291526,2
99933,09/02/2003,1,4,9.091975447097767,13988.947925008826,49,50,6.090993826136137,00:05:00,6.272833335078093,00:15:00,0,50,49,0.13998326803967484,1
99934,09/03/2003,1,3,15.985409652582616,14004.93333466141,49,50,6.323171506486647,00:05:00,6.642879699538299,00:10:00,0,50,49,0.14014182695240268,2
99935,09/04/2003,2,2,-4.549691306806869,14000.383643354602,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.1400948981173223,1
99936,09/05/2003,2,2,-16.158575324332336,13984.22506803027,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.13993180703680624,2
99937,09/06/2003,1,2,4.549691306806869,13988.774759337077,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.13997593243080217,1
99938,09/07/2003,1,4,47.78497068414045,14036.559730021218,49,50,6.0,00:00:00,6.955699413682809,00:15:00,0,50,49,0.14045267796054772,2
99939,09/08/2003,1,4,4.544136136095034,14041.103866157313,49,50,6.181950612356192,00:10:00,6.272833335078093,00:15:00,0,50,49,0.14049674167399426,1
99940,09/09/2003,2,2,-16.158575324332336,14024.94529083298,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.14033365310018991,2
99941,09/10/2003,2,2,-4.549691306806869,14020.395599526173,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.14028672516310797,1
99942,09/11/2003,2,2,-16.158575324332336,14004.23702420184,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.14012364195435192,2
99943,09/12/2003,1,5,4.538583415123476,14008.775607616964,49,50,6.272833335078093,00:15:00,6.363605003380562,00:20:00,0,50,49,0.14016765163760309,1
99944,09/13/2003,2,2,-16.158575324332336,13992.617032292632,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.1400045728837412,2
99945,09/14/2003,2,3,-9.097530617809602,13983.519501674822,49,50,6.0,00:00:00,6.181950612356192,00:10:00,0,50,49,0.13991214669743182,1
99946,09/15/2003,2,3,-32.14398497691495,13951.375516697906,49,50,6.0,00:00:00,6.642879699538299,00:10:00,0,50,49,0.1395891332989605,2
99947,09/16/2003,2,4,-13.641666753904635,13937.733849944001,49,50,6.0,00:00:00,6.272833335078093,00:15:00,0,50,49,0.1394512476607002,1
99948,09/17/2003,2,7,-90.99671369134037,13846.737136252661,49,50,6.0,00:00:00,7.819934273826807,00:30:00,0,50,49,0.13853941185669208,2
99949,09/18/2003,2,5,-4.538583415123476,13842.198552837537,49,50,6.272833335078093,00:15:00,6.363605003380562,00:20:00,0,50,49,0.13849261676292446,1
99950,09/19/2003,1,2,16.158575324332336,13858.35712816187,49,50,6.0,00:00:00,6.323171506486647,00:05:00,0,50,49,0.13865289773048395,2
99951,09/20/2003,1,2,4.549691306806869,13862.906819468677,49,50,6.0,00:00:00,6.090993826136137,00:05:00,0,50,49,0.13869702973925901,1
