episode,date,operation,steps,reward,capital,missPerc,hitPerc,indexIn,timeIn,indexOut,timeOut,hold,long,short,avgRw,day
39938,05/17/2001,2,1,0,3042.6886415788126,50,49,6.0,00:00:00,0,,0,49,50,0.07618530325952258,2
39939,05/18/2001,2,2,-16.158575324332336,3026.53006625448,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,0.07577881434824307,1
39940,05/19/2001,2,2,-4.549691306806869,3021.980374947673,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,0.0756630038795111,2
39941,05/20/2001,1,3,15.985409652582616,3037.965784600256,50,49,6.323171506486647,00:05:00,6.642879699538299,00:10:00,0,49,50,0.07606133508425568,1
39942,05/21/2001,2,4,-13.641666753904635,3024.3241178463513,50,49,6.0,00:00:00,6.272833335078093,00:15:00,0,49,50,0.07571789389230262,2
39943,05/22/2001,1,2,16.158575324332336,3040.482693170684,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,0.07612053909748101,1
39944,05/23/2001,2,2,-4.549691306806869,3035.933001863877,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,0.07600473167093624,2
39945,05/24/2001,1,3,32.14398497691495,3068.076986840792,50,49,6.0,00:00:00,6.642879699538299,00:10:00,0,49,50,0.07680753503168837,1
39946,05/25/2001,2,3,-9.097530617809602,3058.979456222982,50,49,6.0,00:00:00,6.181950612356192,00:10:00,0,49,50,0.07657786652538383,2
39947,05/26/2001,2,2,-16.158575324332336,3042.8208808986496,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,0.0761714491926465,1
39948,05/27/2001,1,2,4.549691306806869,3047.3705722054565,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,0.07628343276773447,2
39949,05/28/2001,2,2,-16.158575324332336,3031.211996881124,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,0.07587704315204696,1
39950,05/29/2001,2,2,-4.549691306806869,3026.662305574317,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,0.07576125921337465,2
39951,05/30/2001,2,4,-47.78497068414045,2978.877334890177,50,49,6.0,00:00:00,6.955699413682809,00:15:00,0,49,50,0.07456327338214755,1
39952,05/31/2001,1,4,13.641666753904635,2992.5190016440815,50,49,6.0,00:00:00,6.272833335078093,00:15:00,0,49,50,0.07490285847126756,2
39953,06/01/2001,1,3,32.14398497691495,3024.6629866209964,50,49,6.0,00:00:00,6.642879699538299,00:10:00,0,49,50,0.07570552866170241,1
39954,06/02/2001,1,7,27.233373709945894,3051.896360330942,50,49,6.0,00:00:00,6.544667474198918,00:30:00,0,49,50,0.0763852520481289,2
39955,06/03/2001,1,4,47.78497068414045,3099.6813310150824,50,49,6.0,00:00:00,6.955699413682809,00:15:00,0,49,50,0.07757930999912607,1
39956,06/04/2001,2,5,-4.538583415123476,3095.142747599959,50,49,6.272833335078093,00:15:00,6.363605003380562,00:20:00,0,49,50,0.07746377884673038,2
39957,06/05/2001,1,2,16.158575324332336,3111.3013229242915,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,0.07786623928033365,1
39958,06/06/2001,2,7,-27.233373709945894,3084.067949214346,50,49,6.0,00:00:00,6.544667474198918,00:30:00,0,49,50,0.07718274060799704,2
39959,06/07/2001,1,2,16.158575324332336,3100.2265245386784,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,0.07758518793109634,1
39960,06/08/2001,2,2,-4.549691306806869,3095.6768332318716,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,0.0774693902210178,2
39961,06/09/2001,2,4,-47.78497068414045,3047.8918625477313,50,49,6.0,00:00:00,6.955699413682809,00:15:00,0,49,50,0.07627166143359103,1
39962,06/10/2001,1,4,9.091975447097767,3056.983837994829,50,49,6.090993826136137,00:05:00,6.272833335078093,00:15:00,0,49,50,0.0764972683548078,2
39963,06/11/2001,2,2,-16.158575324332336,3040.8252626704966,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,0.07609101575633703,1
39964,06/12/2001,1,4,9.091975447097767,3049.9172381175945,50,49,6.090993826136137,00:05:00,6.272833335078093,00:15:00,0,49,50,0.0763166159072564,2
39965,06/13/2001,1,4,31.626395359808114,3081.5436334774026,50,49,6.323171506486647,00:05:00,6.955699413682809,00:15:00,0,49,50,0.07710605863824353,1
39966,06/14/2001,2,3,-4.547839311002733,3076.9957941663997,50,49,6.090993826136137,00:05:00,6.181950612356192,00:10:00,0,49,50,0.07699033664030425,2
39967,06/15/2001,1,3,15.985409652582616,3092.9812038189825,50,49,6.323171506486647,00:05:00,6.642879699538299,00:10:00,0,49,50,0.07738837550526641,1
39968,06/16/2001,1,2,4.549691306806869,3097.5308951257894,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,0.0775002725962217,2
39969,06/17/2001,2,3,-32.14398497691495,3065.3869101488744,50,49,6.0,00:00:00,6.642879699538299,00:10:00,0,49,50,0.07669411068950623,1
39970,06/18/2001,2,4,-13.641666753904635,3051.7452433949697,50,49,6.0,00:00:00,6.272833335078093,00:15:00,0,49,50,0.07635089425556592,2
39971,06/19/2001,1,2,16.158575324332336,3067.9038187193023,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,0.07675324156811944,1
39972,06/20/2001,2,2,-4.549691306806869,3063.3541274124955,50,49,6.0,00:00:00,6.090993826136137,00:05:00,0,49,50,0.07663749943491682,2
39973,06/21/2001,2,2,-16.158575324332336,3047.195552088163,50,49,6.0,00:00:00,6.323171506486647,00:05:00,0,49,50,0.07623134496005211,1
39974,06/22/2001,2,6,-18.16174245896964,3029.0338096291935,50,49,6.090993826136137,00:05:00,6.45422867531553,00:25:00,0,49,50,0.07577509905511566,2
